target,target_label,prediction,prediction_label,count
1453,寨,5821,赛,1
1454,寮,3103,浕,1
1456,寸,2052,手,1
1456,寸,2054,才,1
1457,对,2058,打,1
1457,对,2556,村,1
1457,对,6125,邓,1
1458,寺,11,与,1
1458,寺,1223,奇,1
1458,寺,4942,芋,1
1458,寺,5830,赤,1
1459,寻,501,剥,1
1459,寻,1760,录,1
1459,寻,3496,牙,1
1459,寻,6832,马,1
1460,导,1459,寻,1
1460,导,1729,异,1
1460,导,6832,马,1
1461,寿,1381,孝,1
1461,寿,2148,拳,1
1462,封,361,克,1
1462,封,4320,筠,1
1462,封,5162,葑,1
1463,射,4697,耵,1
1463,射,4730,肚,1
1464,将,1295,姿,1
1464,将,1459,寻,1
1464,将,3089,浆,1
1464,将,3132,涛,1
1465,尉,403,冠,1
1465,尉,477,刷,1
1466,尊,1387,学,1
1466,尊,2663,栾,1
1466,尊,6634,雩,1
1467,小,390,冂,1
1467,小,591,卜,1
1467,小,1240,女,1
1467,小,2942,水,1
1467,小,3354,灬,1
1468,少,514,力,1
1468,少,1812,忉,1
1469,尔,93,亡,1
1469,尔,549,勿,1
1469,尔,2423,旬,1
1470,尕,1469,尔,1
1471,尖,1209,夬,1
1471,尖,1217,夹,1
1471,尖,4283,笑,1
1472,尘,41,主,1
1472,尘,1053,坚,1
1472,尘,1471,尖,1
1472,尘,1759,当,1
1472,尘,3740,生,1
1472,尘,4878,至,1
1472,尘,6253,里,1
1473,尚,284,倘,1
1473,尚,598,卤,1
1473,尚,1873,恂,1
1473,尚,3938,省,1
1474,尜,1823,忝,1
1475,尝,367,党,1
1475,尝,898,喜,1
1475,尝,2861,步,1
1475,尝,3938,省,1
1475,尝,4971,芸,1
1475,尝,5587,誉,1
1476,尢,352,儿,1
1476,尢,354,允,1
1476,尢,6503,长,1
1477,尤,2014,戈,1
1477,尤,2416,无,1
1478,尥,2424,旭,1
1479,尧,356,兄,1
1479,尧,361,克,1
1479,尧,804,哓,1
1479,尧,4625,羌,1
1479,尧,4960,芪,1
1481,就,1679,庆,1
1481,就,3532,犹,1
1483,尸,448,刀,1
1483,尸,451,刃,1
1483,尸,1206,天,1
1483,尸,1735,弋,1
1483,尸,2040,户,1
1484,尹,71,买,1
1484,尹,698,君,1
1485,尺,2840,欠,1
1487,尼,689,后,1
1487,尼,698,君,1
1487,尼,1489,尾,1
1487,尼,4533,绳,1
1487,尼,4668,老,1
1487,尼,5554,见,1
1488,尽,1489,尾,1
1488,尽,1494,屃,1
1489,尾,1401,宅,1
1489,尾,1499,屋,1
1489,尾,2449,星,1
1490,尿,1494,屃,1
1490,尿,1497,屉,1
1490,尿,1500,屎,1
1490,尿,1709,庾,1
1491,局,1495,居,1
1491,局,4331,简,1
1493,层,166,会,1
1493,层,683,吆,1
1493,层,1495,居,1
1493,层,5339,蛋,1
1495,居,25,丢,1
1495,居,1281,委,1
1495,居,1493,层,1
1495,居,4890,舍,1
1496,屈,209,佥,1
1496,屈,664,召,1
1496,屈,1493,层,1
1496,屈,1497,屉,1
1498,届,1691,庙,1
1498,届,3746,甬,1
1499,屋,564,匠,1
1499,屋,622,厍,1
1499,屋,1487,尼,1
1500,屎,6574,陆,1
1500,屎,7108,麋,1
1501,屏,1504,展,1
1501,屏,1525,岔,1
1501,屏,1729,异,1
1503,屑,3937,盾,1
1504,展,625,厚,1
1504,展,1493,层,1
1506,属,1392,孱,1
1506,属,1498,届,1
1506,属,3679,瑀,1
1506,属,5339,蛋,1
1508,屡,1504,展,1
1508,屡,1712,廋,1
1508,屡,3514,犀,1
1510,履,1502,屐,1
1510,履,2890,殿,1
1512,屮,1608,州,1
1512,屮,3015,沾,1
1513,屯,3,七,1
1513,屯,707,吨,1
1513,屯,1209,夬,1
1514,山,439,凵,1
1514,山,440,凶,1
1514,山,1397,宀,1
1514,山,1512,屮,1
1514,山,1808,心,1
1514,山,2860,此,1
1515,屹,1516,屺,1
1515,屹,1566,崆,1
1515,屹,5560,览,1
1517,屿,1523,岐,1
1517,屿,5657,诣,1
1518,岁,68,乡,1
1518,岁,443,出,1
1518,岁,647,发,1
1518,岁,1200,多,1
1518,岁,1521,岌,1
1518,岁,1535,岩,1
1518,岁,2865,歹,1
1519,岂,65,乞,1
1519,岂,360,光,1
1519,岂,1532,岜,1
1519,岂,4946,芑,1
1521,岌,4958,芨,1
1523,岐,1558,峧,1
1523,岐,2863,歧,1
1523,岐,4737,肢,1
1524,岑,1573,崟,1
1524,岑,4959,芩,1
1526,岖,1522,岍,1
1526,岖,1634,帐,1
1526,岖,1843,怄,1
1526,岖,5612,讴,1
1527,岗,1521,岌,1
1529,岙,1823,忝,1
1531,岛,52,乌,1
1531,岛,548,勾,1
1531,岛,2926,氙,1
1531,岛,4644,翁,1
1532,岜,4278,笆,1
1534,岣,1094,垧,1
1534,岣,1551,峒,1
1535,岩,713,启,1
1537,岬,33,中,1
1538,岭,1560,峪,1
1538,岭,5337,蛉,1
1539,岱,5787,贷,1
1540,岳,14,专,1
1540,岳,380,兵,1
1540,岳,444,击,1
1541,岵,1517,屿,1
1541,岵,1854,怙,1
1542,岷,1549,峄,1
1544,岽,2633,柴,1
1545,岿,1577,崩,1
1545,岿,3787,疔,1
1547,峂,1560,峪,1
1549,峄,1562,峰,1
1550,峋,1873,恂,1
1551,峒,1080,垌,1
1552,峙,1517,屿,1
1553,峡,1217,夹,1
1553,峡,3967,睐,1
1553,峡,5355,蛱,1
1555,峤,1568,崎,1
1557,峦,488,剅,1
1557,峦,1896,恶,1
1558,峧,1572,崞,1
1559,峨,1064,坩,1
1560,峪,255,俗,1
1560,峪,1538,岭,1
1560,峪,1889,恪,1
1560,峪,3117,浴,1
1560,峪,5878,跨,1
1562,峰,1597,嵴,1
1562,峰,3065,洚,1
1563,峻,1517,屿,1
1563,峻,1560,峪,1
1563,峻,2325,撵,1
1563,峻,3774,畯,1
1563,峻,6776,餐,1
1565,崃,1553,峡,1
1566,崆,4244,窖,1
1567,崇,1410,宗,1
1567,崇,1449,察,1
1567,崇,1535,岩,1
1567,崇,1720,廪,1
1567,崇,2482,景,1
1567,崇,2723,棠,1
1567,崇,4380,簖,1
1567,崇,4402,粜,1
1567,崇,4438,素,1
1567,崇,4653,翚,1
1568,崎,1517,屿,1
1568,崎,1523,岐,1
1568,崎,4441,紫,1
1569,崔,4005,瞿,1
1573,崟,6257,金,1
1574,崤,1561,峭,1
1577,崩,1134,堋,1
